cluster	gene	avg_log2FC	pct.1	pct.2	pct.diff	p_val	p_val_adj
14	FHIT	1.14221963673364	0.44	0.196	0.244	2.41125437035231e-95	4.74462522454224e-91
14	WASF2	1.06724488875897	0.696	0.523	0.173	6.0840615604134e-92	1.19716079324255e-87
14	PSMA6	1.08324072715197	0.643	0.449	0.194	4.90339440834653e-91	9.64840917730346e-87
14	CDCA7L	1.07512614620669	0.463	0.228	0.235	1.48976348770135e-88	2.93140761474994e-84
14	EIF1AY	1.04520306001191	0.44	0.202	0.238	4.82505826558792e-86	9.49426714919734e-82
14	REXO2	1.2707701538076	0.514	0.288	0.226	5.93888345521888e-85	1.16859409748342e-80
14	JMJD1C	1.10292859442342	0.524	0.296	0.228	6.81292493750677e-83	1.34057923995321e-78
14	PDE4B	1.02499909410346	0.53	0.284	0.246	2.9959542373902e-82	5.89513915291269e-78
14	TRAM1	1.02540377537082	0.665	0.5	0.165	2.56189060745572e-81	5.04103214829063e-77
14	GABPB1-AS1	1.06760739185574	0.491	0.264	0.227	2.60021230398451e-81	5.11643775055033e-77
14	LUC7L3	1.02430396170464	0.658	0.492	0.166	2.5009685539693e-77	4.92115582364539e-73
14	SMARCA4	1.10020514832952	0.456	0.242	0.214	9.93299998150393e-77	1.95451640636053e-72
14	ZEB2	1.01019790760315	0.607	0.408	0.199	3.77625778968228e-68	7.43054245275783e-64
14	DCK	1.03928497301228	0.486	0.289	0.197	7.09561978412382e-67	1.39620510492204e-62
14	EZR	1.00804325528167	0.67	0.513	0.157	6.53075003010161e-63	1.28505568342309e-58
16	DNTT	3.38085492995632	0.831	0.062	0.769	0	0
16	TUBA1B	3.32538543655261	0.997	0.635	0.362	0	0
16	IGLL1	3.29793746202004	0.938	0.2	0.738	0	0
16	STMN1	3.23384832917752	1	0.443	0.557	0	0
16	TUBB	3.18502312717598	1	0.637	0.363	0	0
16	VPREB1	3.03668014256187	0.934	0.062	0.872	0	0
16	UHRF1	2.96935375135939	0.948	0.132	0.816	0	0
16	HMGB2	2.80093790493811	0.997	0.6	0.397	0	0
16	CD24	2.78240488041458	0.822	0.063	0.759	0	0
16	HMGN2	2.69717216274955	1	0.846	0.154	0	0
16	HMGB1	2.66997024013487	1	0.914	0.086	0	0
16	NUSAP1	2.53855569037878	0.835	0.089	0.746	0	0
16	H2AFZ	2.48750067752753	0.99	0.607	0.383	0	0
16	VPREB3	2.35735450374805	0.895	0.078	0.817	0	0
16	TOP2A	2.35244395261332	0.726	0.07	0.656	0	0
16	MCM7	2.13798203204511	0.934	0.274	0.66	0	0
16	H2AFY	2.13597682059445	0.989	0.42	0.569	0	0
16	TUBB4B	2.11879681961516	0.853	0.305	0.548	0	0
16	UBE2C	2.08936928578147	0.692	0.074	0.618	0	0
16	SMC4	2.08231389247729	0.93	0.205	0.725	0	0
16	MKI67	2.04137252163056	0.789	0.067	0.722	0	0
16	CD79B	1.95224950394242	0.931	0.207	0.724	0	0
16	PTTG1	1.94176877226464	0.803	0.173	0.63	0	0
16	CENPF	1.93206679576442	0.73	0.108	0.622	0	0
16	PCNA	1.84203885752517	0.864	0.201	0.663	0	0
16	IGHV5-78	1.79422379596067	0.79	0.048	0.742	0	0
16	MAD2L2	1.72535862912521	0.92	0.236	0.684	0	0
16	PTMA	1.7176758022209	1	0.999	0.001	0	0
16	GAPDH	1.71019108464448	1	0.961	0.039	0	0
16	H2AFX	1.68437393965544	0.786	0.142	0.644	0	0
16	TPX2	1.67123475380792	0.698	0.082	0.616	0	0
16	CARHSP1	1.65938440837854	0.934	0.274	0.66	0	0
16	BIRC5	1.61319489512685	0.729	0.066	0.663	0	0
16	USP1	1.60476359167849	0.916	0.267	0.649	0	0
16	CDC20	1.60194281683408	0.516	0.052	0.464	0	0
16	CDCA7	1.59411564284564	0.827	0.183	0.644	0	0
16	HIST1H1B	1.58618339896067	0.576	0.065	0.511	0	0
16	DHFR	1.58001054060329	0.822	0.115	0.707	0	0
16	NASP	1.5648817639694	0.941	0.384	0.557	0	0
16	ASF1B	1.55839049374766	0.765	0.07	0.695	0	0
16	TCF4	1.54976115155211	0.87	0.204	0.666	0	0
16	CMTM8	1.54034628735764	0.66	0.023	0.637	0	0
16	LAT2	1.527648430164	0.906	0.296	0.61	0	0
16	CCNB2	1.52477605922117	0.625	0.077	0.548	0	0
16	MCM3	1.52375038763386	0.842	0.251	0.591	0	0
16	SSBP2	1.52089688077915	0.917	0.283	0.634	0	0
16	KIFC1	1.49922757792999	0.722	0.052	0.67	0	0
16	DEK	1.4980443231067	0.969	0.451	0.518	0	0
16	CENPU	1.49632017257853	0.829	0.148	0.681	0	0
16	ZWINT	1.47168255845327	0.839	0.103	0.736	0	0
16	SLC25A5	1.47122172943119	0.992	0.714	0.278	0	0
16	CENPM	1.45391111098702	0.779	0.102	0.677	0	0
16	H2AFV	1.45378720384269	0.934	0.303	0.631	0	0
16	CKS2	1.4500104802684	0.792	0.204	0.588	0	0
16	PKMYT1	1.44326416989019	0.741	0.061	0.68	0	0
16	CD9	1.43184056892876	0.627	0.076	0.551	0	0
16	TK1	1.40757655309051	0.703	0.081	0.622	0	0
16	SOCS2	1.40389579614595	0.683	0.157	0.526	0	0
16	TMPO	1.40324378384052	0.881	0.295	0.586	0	0
16	PHGDH	1.3909406921642	0.754	0.136	0.618	0	0
16	EBF1	1.38132744590866	0.736	0.037	0.699	0	0
16	HNRNPA2B1	1.38005934860334	1	0.936	0.064	0	0
16	RRM1	1.35323841318625	0.814	0.177	0.637	0	0
16	GINS2	1.35010737179766	0.657	0.111	0.546	0	0
16	HMGB3	1.34991297133793	0.741	0.163	0.578	0	0
16	H3F3A	1.34428480876989	1	0.939	0.0610000000000001	0	0
16	AKAP12	1.33016523363242	0.597	0.016	0.581	0	0
16	CENPW	1.32452407464433	0.813	0.146	0.667	0	0
16	ERGIC1	1.32011370722055	0.831	0.198	0.633	0	0
16	FEN1	1.31718946782535	0.752	0.147	0.605	0	0
16	MAD2L1	1.31269970744639	0.814	0.165	0.649	0	0
16	TOP2B	1.31177088587128	0.845	0.232	0.613	0	0
16	SMC2	1.3081494817374	0.801	0.159	0.642	0	0
16	NRM	1.29764647187088	0.81	0.154	0.656	0	0
16	CKS1B	1.28248778900683	0.783	0.18	0.603	0	0
16	POU2AF1	1.27338444927736	0.761	0.063	0.698	0	0
16	CD79A	1.25597853848607	0.902	0.152	0.75	0	0
16	AURKB	1.253352454083	0.61	0.047	0.563	0	0
16	IGHM	1.24902703353367	0.839	0.175	0.664	0	0
16	CDK1	1.23123333068265	0.646	0.06	0.586	0	0
16	CDCA5	1.21927211394144	0.683	0.055	0.628	0	0
16	CDKN3	1.21285394760633	0.638	0.071	0.567	0	0
16	PPIA	1.20623213329084	1	0.984	0.016	0	0
16	TMEM106C	1.20542969513857	0.765	0.203	0.562	0	0
16	CLSPN	1.20264504126108	0.669	0.08	0.589	0	0
16	CDCA8	1.19758050102205	0.587	0.048	0.539	0	0
16	BLNK	1.18506731554242	0.752	0.091	0.661	0	0
16	CCNA2	1.1820315070843	0.643	0.049	0.594	0	0
16	LMNB1	1.18025099580652	0.765	0.154	0.611	0	0
16	SAE1	1.17732644436556	0.845	0.247	0.598	0	0
16	MZB1	1.16263525407613	0.843	0.174	0.669	0	0
16	CDCA7L	1.15723440834817	0.831	0.22	0.611	0	0
16	JUP	1.15669233447123	0.754	0.161	0.593	0	0
16	UBE2T	1.15426465566999	0.699	0.089	0.61	0	0
16	ATAD2	1.15313148079026	0.702	0.11	0.592	0	0
16	RRM2	1.14466906399218	0.601	0.036	0.565	0	0
16	PLK1	1.14155693328637	0.343	0.032	0.311	0	0
16	MME	1.11907525269309	0.657	0.03	0.627	0	0
16	MCM2	1.1162091509866	0.712	0.155	0.557	0	0
16	RAD51AP1	1.11319785585928	0.702	0.077	0.625	0	0
16	MCM4	1.0904392900642	0.662	0.129	0.533	0	0
16	RACGAP1	1.0867554243657	0.634	0.063	0.571	0	0
16	E2F2	1.08356585740732	0.61	0.018	0.592	0	0
16	HMMR	1.08067287206902	0.457	0.039	0.418	0	0
16	EZH2	1.07539348465057	0.678	0.104	0.574	0	0
16	CKAP2L	1.07178181124873	0.586	0.036	0.55	0	0
16	CKAP2	1.04892751405323	0.71	0.182	0.528	0	0
16	RAG2	1.04666650599314	0.529	0.021	0.508	0	0
16	LIG1	1.04426924189503	0.712	0.166	0.546	0	0
16	SMARCA4	1.04353918058212	0.814	0.235	0.579	0	0
16	HIST1H2AL	1.02910691427618	0.499	0.045	0.454	0	0
16	NCAPH	1.02273888732266	0.62	0.052	0.568	0	0
16	CENPN	1.02033597787193	0.688	0.087	0.601	0	0
16	ASPM	1.01919677469449	0.484	0.04	0.444	0	0
16	LINC01013	1.01295134671083	0.421	0.018	0.403	0	0
16	NPY	1.00907762822137	0.373	0.007	0.366	0	0
16	CDCA3	1.00085546492616	0.513	0.038	0.475	0	0
16	RAN	1.36440825002365	0.993	0.726	0.267	2.50913477474834e-302	4.93722449627231e-298
16	PARP1	1.35192086111938	0.943	0.432	0.511	9.67435893612319e-302	1.90362360786096e-297
16	DDX39A	1.28737456491732	0.95	0.42	0.53	3.71804524786575e-300	7.31599763422543e-296
16	SRSF3	1.31253336139254	0.985	0.671	0.314	1.56079865948073e-297	3.07118352226024e-293
16	DNAJC9	1.13695357924047	0.842	0.267	0.575	5.89649395939252e-297	1.16025311638967e-292
16	VDAC1	1.43996301495231	0.954	0.425	0.529	1.35162622356176e-293	2.65959492010248e-289
16	KIF22	1.25878630300575	0.782	0.24	0.542	2.072901294791e-293	4.07884787776026e-289
16	RCSD1	1.28344710680706	0.94	0.365	0.575	1.14723141710717e-292	2.25740725944178e-288
16	ACTG1	1.21535027109287	0.999	0.973	0.026	3.14238441487023e-292	6.18326981314016e-288
16	DUT	1.72829391347822	0.955	0.514	0.441	1.74279452935849e-287	3.4292967954187e-283
16	HIST1H4C	3.29393596427948	0.93	0.502	0.428	7.05722539120857e-286	1.38865024022811e-281
16	PSMA6	1.36487167027188	0.937	0.443	0.494	2.36711741729498e-282	4.65777694201133e-278
16	HPS4	1.09654766850034	0.726	0.202	0.524	1.00847801298221e-278	1.9843821861451e-274
16	KPNA2	1.12200063225622	0.634	0.158	0.476	5.90108674161959e-273	1.16115683814849e-268
16	NUCKS1	1.39805698824151	0.973	0.561	0.412	2.00137199927931e-262	3.9380996829819e-258
16	SRSF10	1.26785894777191	0.95	0.49	0.46	3.34009386407858e-262	6.57230269634742e-258
16	MIS18BP1	1.15242375423446	0.862	0.311	0.551	4.60364104224475e-262	9.058584478825e-258
16	HNRNPA3	1.19636857095118	0.99	0.729	0.261	5.790721969545e-262	1.13944036194737e-257
16	YWHAQ	1.15289997066427	0.973	0.577	0.396	1.70419901996658e-261	3.35335241158824e-257
16	RNASEH2B	1.16650500771342	0.923	0.389	0.534	5.23352966420739e-260	1.02980163202609e-255
16	ANP32E	1.2467330527527	0.845	0.322	0.523	1.48763880538531e-250	2.92722687735668e-246
16	SIVA1	1.23743095541104	0.916	0.457	0.459	4.08219438913056e-249	8.03253389949221e-245
16	HSP90AA1	1.22937692458943	0.994	0.846	0.148	2.43122903099218e-248	4.78392936428332e-244
16	IDH2	1.21175419648021	0.912	0.407	0.505	2.69362759764614e-247	5.30025102388831e-243
16	RPA3	1.04611860323084	0.838	0.306	0.532	1.16153211613838e-245	2.28554674492548e-241
16	MCM5	1.26079764392605	0.772	0.258	0.514	9.62899528871015e-245	1.8946974029595e-240
16	HNRNPF	1.19103438460247	0.973	0.62	0.353	2.38607354584083e-242	4.69507691615099e-238
16	PKM	1.19498428030763	0.986	0.67	0.316	3.55985074357483e-241	7.00471830813218e-237
16	MEF2C	1.10899533338919	0.773	0.261	0.512	5.21510416086183e-239	1.02617604573278e-234
16	ERH	1.06117758943275	0.971	0.633	0.338	3.93038795208834e-234	7.73382437332422e-230
16	RBBP4	1.16955775437151	0.955	0.53	0.425	8.71753150160228e-233	1.71534867357028e-228
16	PRDX1	1.31513696966826	0.945	0.56	0.385	3.4387333515697e-226	6.7663956158837e-222
16	SRP9	1.00282205855718	0.971	0.603	0.368	8.12681191805207e-221	1.59911278111511e-216
16	HNRNPR	1.05774444978001	0.95	0.505	0.445	5.49671458579682e-220	1.08158852904724e-215
16	SMIM3	1.07405000152181	0.648	0.192	0.456	2.23813615926335e-219	4.40398052058248e-215
16	GLRX	1.00674403188698	0.884	0.357	0.527	5.93441795337336e-217	1.16771542068528e-212
16	ILF2	1.06196281379085	0.948	0.496	0.452	1.02956269421814e-216	2.02587051341303e-212
16	SRSF2	1.21023404452495	0.962	0.6	0.362	2.57269682673166e-212	5.06229554595989e-208
16	RANBP1	1.09330436866371	0.829	0.333	0.496	2.69783857934871e-212	5.30853697258446e-208
16	PDLIM1	1.13221710424544	0.631	0.188	0.443	3.13314494921743e-206	6.16508931657513e-202
16	HIST1H1D	1.11809498733848	0.683	0.221	0.462	2.99618340714393e-198	5.89559009023711e-194
16	DNMT1	1.01439623367801	0.821	0.356	0.465	4.82361542382568e-188	9.49142806946179e-184
16	RAD21	1.08721709969594	0.938	0.524	0.414	3.48178685714516e-187	6.85111199880453e-183
16	HMGN1	1.0308749997707	0.969	0.642	0.327	5.98271998437669e-178	1.1772198113258e-173
16	CALM2	1.08617437002196	0.979	0.786	0.193	4.61286186052612e-161	9.07672828295725e-157
16	CCND3	1.17923574129951	0.933	0.601	0.332	4.68738545344502e-139	9.22336835674376e-135
16	UBB	1.00076659354258	0.992	0.865	0.127	5.8998719795937e-136	1.16091780942465e-131
17	AL157895.1	2.34765719995029	0.866	0.06	0.806	0	0
17	FCER1A	2.22572469636134	0.841	0.082	0.759	0	0
17	SLC40A1	1.98418234147502	0.897	0.197	0.7	0	0
17	ITGA2B	1.89103476197395	0.652	0.047	0.605	0	0
17	PDLIM1	1.89045681398127	0.831	0.186	0.645	0	0
17	CAVIN2	1.88739863688685	0.6	0.108	0.492	0	0
17	MPIG6B	1.8350425979406	0.75	0.07	0.68	0	0
17	CYTL1	1.74729375498201	0.852	0.17	0.682	0	0
17	LIMS1	1.73545861484334	0.945	0.304	0.641	0	0
17	TUBA1C	1.71694411728729	0.92	0.295	0.625	0	0
17	RNF130	1.65588084094005	0.934	0.262	0.672	0	0
17	CLU	1.63927032630526	0.773	0.095	0.678	0	0
17	MPP1	1.62867530615177	0.945	0.266	0.679	0	0
17	PF4	1.61011515092854	0.219	0.002	0.217	0	0
17	AC084033.3	1.60960025140447	0.922	0.297	0.625	0	0
17	H1F0	1.6019618256449	0.829	0.187	0.642	0	0
17	RGS18	1.43149152051561	0.577	0.036	0.541	0	0
17	MINPP1	1.40661877316689	0.789	0.112	0.677	0	0
17	NFE2	1.39689926589761	0.879	0.175	0.704	0	0
17	GATA1	1.38813449049926	0.799	0.059	0.74	0	0
17	TPM1	1.37335089234574	0.716	0.097	0.619	0	0
17	CPA3	1.36831656079091	0.668	0.095	0.573	0	0
17	GP9	1.3469284463899	0.272	0.006	0.266	0	0
17	CPPED1	1.3254409774039	0.693	0.143	0.55	0	0
17	HBD	1.31081660619389	0.682	0.059	0.623	0	0
17	PTGS1	1.29991245584471	0.706	0.065	0.641	0	0
17	MGLL	1.28213699972768	0.693	0.133	0.56	0	0
17	GATA2	1.26941038939341	0.728	0.093	0.635	0	0
17	GUCY1B1	1.22944847133928	0.683	0.091	0.592	0	0
17	PBX1	1.16749127601376	0.711	0.052	0.659	0	0
17	NET1	1.15563609703234	0.692	0.138	0.554	0	0
17	CMTM5	1.10279790733323	0.303	0.003	0.3	0	0
17	PLXDC2	1.0982744385239	0.687	0.1	0.587	0	0
17	PKIG	1.09522054511241	0.803	0.144	0.659	0	0
17	HACD1	1.05658578236139	0.703	0.114	0.589	0	0
17	DEPTOR	1.05588735015932	0.632	0.084	0.548	0	0
17	IL1B	1.04903939148188	0.673	0.122	0.551	0	0
17	CNRIP1	1.03647697489909	0.561	0.059	0.502	0	0
17	SERPINB1	2.09539715078211	0.98	0.556	0.424	5.1589117476696e-306	1.01511906458895e-301
17	PLEK	2.21061814706941	0.915	0.332	0.583	3.71342197354133e-295	7.30690041733728e-291
17	PARVB	1.03361726630749	0.531	0.097	0.434	1.78103230419222e-278	3.50453726495903e-274
17	LEPROT	1.02898511523968	0.836	0.24	0.596	1.10843265218611e-272	2.1810629297066e-268
17	DDAH2	1.21325432770543	0.912	0.3	0.612	8.40633506812416e-269	1.65411455135479e-264
17	TALDO1	1.23323668171561	0.978	0.559	0.419	7.66249977668152e-231	1.50775008105762e-226
17	CDK6	1.28663462147286	0.907	0.337	0.57	1.67387042438609e-229	3.29367483406451e-225
17	AMD1	1.11089214652199	0.902	0.351	0.551	5.3789778756994e-210	1.05842147660137e-205
17	HSP90AB1	1.18857932027934	0.983	0.864	0.119	1.92730108637198e-207	3.79235034765415e-203
17	BEX3	1.01964826149363	0.882	0.316	0.566	1.49636855142835e-195	2.94440439864556e-191
17	TSC22D1	1.15125688814071	0.683	0.194	0.489	4.17463602445495e-191	8.21443130532001e-187
17	CD164	1.25088887989055	0.937	0.515	0.422	8.80646147655348e-189	1.73284742474143e-184
17	TAGLN2	1.2200551211113	0.998	0.854	0.144	1.61905446281399e-187	3.18581346647908e-183
17	DAD1	1.43879199965475	0.972	0.651	0.321	2.14516778432918e-184	4.22104664922454e-180
17	IMPDH2	1.06023001079616	0.935	0.447	0.488	7.66142689318395e-171	1.50753896977181e-166
17	GLUL	1.04357743644828	0.92	0.394	0.526	2.9894034524517e-168	5.88224917338921e-164
17	CAT	1.01789513693326	0.932	0.424	0.508	8.04167374896027e-166	1.58236014358291e-161
17	FERMT3	1.35786209426489	0.887	0.426	0.461	4.08376486434513e-158	8.0356241235719e-154
17	RAP1B	1.53542850745688	0.97	0.692	0.278	3.86218045098635e-149	7.59961247340584e-145
17	NCOA4	1.07405659820297	0.872	0.385	0.487	1.70892745518373e-140	3.36265655356503e-136
17	NAA38	1.05189861094219	0.886	0.433	0.453	6.18640270096926e-137	1.21729845946972e-132
17	UBE2C	1.12960358537993	0.247	0.084	0.163	1.69113751054406e-45	3.32765127949756e-41
17	HIST1H2AC	1.06238215058409	0.418	0.181	0.237	1.29508839690056e-43	2.54834543858122e-39
10	APOC1	2.20685391053786	0.715	0.022	0.693	0	0
10	HBD	2.03058056457691	0.783	0.045	0.738	0	0
10	MYC	1.96632915972563	0.867	0.197	0.67	0	0
10	CNRIP1	1.85170834381585	0.952	0.036	0.916	0	0
10	AC084033.3	1.7386419441686	0.99	0.284	0.706	0	0
10	GATA1	1.71834396434341	0.946	0.041	0.905	0	0
10	TMEM14C	1.68626570417898	0.991	0.416	0.575	0	0
10	BLVRB	1.65232639490875	0.92	0.192	0.728	0	0
10	CYTL1	1.5776110049738	0.96	0.154	0.806	0	0
10	KLF1	1.54336802529815	0.91	0.036	0.874	0	0
10	UROD	1.52974466095296	0.977	0.301	0.676	0	0
10	ITGA2B	1.51129291401625	0.887	0.029	0.858	0	0
10	IMPDH2	1.44135370797191	0.992	0.437	0.555	0	0
10	CAT	1.43394600478068	0.99	0.413	0.577	0	0
10	SLC40A1	1.41555134480509	0.956	0.183	0.773	0	0
10	HSPD1	1.4119512923351	0.994	0.491	0.503	0	0
10	CA1	1.39894521427706	0.541	0.037	0.504	0	0
10	HSP90AB1	1.32778670094207	1	0.862	0.138	0	0
10	PRSS57	1.26502295385252	0.982	0.237	0.745	0	0
10	NFE2	1.245549309316	0.942	0.161	0.781	0	0
10	MPC2	1.24353054526207	0.957	0.38	0.577	0	0
10	FSCN1	1.21984692012347	0.87	0.106	0.764	0	0
10	CDK4	1.21204713804994	0.96	0.319	0.641	0	0
10	CYTOR	1.20392133315516	0.952	0.222	0.73	0	0
10	CDK6	1.20156780107886	0.978	0.325	0.653	0	0
10	RNF130	1.18342470965395	0.964	0.25	0.714	0	0
10	TUBB	1.16076226323567	0.997	0.632	0.365	0	0
10	FBXO7	1.15234071862661	0.974	0.36	0.614	0	0
10	NPM1	1.14818522025669	1	0.935	0.065	0	0
10	TUBA1C	1.13313417889016	0.971	0.282	0.689	0	0
10	PVT1	1.13311568947133	0.72	0.063	0.657	0	0
10	TXN	1.13093353040962	0.996	0.527	0.469	0	0
10	GLUL	1.12324711407715	0.981	0.383	0.598	0	0
10	MINPP1	1.11981340715866	0.88	0.097	0.783	0	0
10	ALDH1A1	1.11797268478089	0.848	0.122	0.726	0	0
10	NAA38	1.09550349085344	0.98	0.422	0.558	0	0
10	STMN1	1.09262958425055	0.995	0.436	0.559	0	0
10	AL157895.1	1.08921014036059	0.7	0.052	0.648	0	0
10	MEST	1.07118397636481	0.908	0.181	0.727	0	0
10	RPL22L1	1.05044680687182	0.985	0.609	0.376	0	0
10	CD82	1.0244507285326	0.945	0.295	0.65	0	0
10	PAICS	1.02352699910853	0.94	0.236	0.704	0	0
10	DNPH1	1.01576225384177	0.943	0.279	0.664	0	0
10	MIF	1.01571954286127	0.997	0.822	0.175	0	0
10	ISYNA1	1.00636890070045	0.882	0.21	0.672	0	0
10	TALDO1	1.00421953656981	0.993	0.551	0.442	0	0
10	NET1	1.00108914094675	0.844	0.124	0.72	0	0
10	DUT	1.05384563603863	0.981	0.507	0.474	1.60316854189081e-272	3.15455473987854e-268
10	SERPINB1	1.02655625891476	0.98	0.549	0.431	4.92027018289185e-244	9.68161563887629e-240
18	HBB	8.39745799621988	0.955	0.116	0.839	0	0
18	CA1	5.73205140218227	0.913	0.039	0.874	0	0
18	HBA1	5.13071112425114	0.633	0.006	0.627	0	0
18	AHSP	5.07596533474971	0.887	0.018	0.869	0	0
18	HBA2	5.05507527352559	0.459	0.004	0.455	0	0
18	HBD	4.59896288714416	0.899	0.056	0.843	0	0
18	HBM	3.92057927946149	0.291	0.002	0.289	0	0
18	PRDX2	3.56549324197117	0.988	0.526	0.462	0	0
18	BLVRB	3.45263089505062	0.977	0.203	0.774	0	0
18	CA2	2.81151299982138	0.778	0.042	0.736	0	0
18	ALAS2	2.51052100203808	0.56	0.002	0.558	0	0
18	HMBS	2.22357779006137	0.816	0.119	0.697	0	0
18	KLF1	2.22169759888326	0.875	0.052	0.823	0	0
18	FAM178B	2.20927165459844	0.75	0.024	0.726	0	0
18	UROD	2.0880014418045	0.931	0.313	0.618	0	0
18	SLC4A1	2.02432534218431	0.269	0.001	0.268	0	0
18	APOC1	2.0040941549932	0.74	0.034	0.706	0	0
18	GATA1	1.9804230456156	0.827	0.059	0.768	0	0
18	KCNH2	1.95515073969936	0.744	0.023	0.721	0	0
18	SYNGR1	1.8858266198183	0.785	0.206	0.579	0	0
18	REXO2	1.82537853458035	0.879	0.283	0.596	0	0
18	HEBP1	1.81599909575289	0.783	0.152	0.631	0	0
18	GYPA	1.77165774474721	0.432	0.001	0.431	0	0
18	RHAG	1.72174992379081	0.627	0.012	0.615	0	0
18	CD36	1.72097051938958	0.731	0.071	0.66	0	0
18	CKS2	1.66626718360105	0.799	0.207	0.592	0	0
18	MYL4	1.64632886416186	0.641	0.013	0.628	0	0
18	NME4	1.63952469749009	0.801	0.159	0.642	0	0
18	FN3K	1.61361087529581	0.726	0.049	0.677	0	0
18	SNCA	1.60554670035576	0.756	0.157	0.599	0	0
18	PKLR	1.58772469967798	0.679	0.011	0.668	0	0
18	CDC20	1.57992094286005	0.634	0.052	0.582	0	0
18	FECH	1.52445989644618	0.756	0.089	0.667	0	0
18	GFI1B	1.51715494595153	0.7	0.067	0.633	0	0
18	CCNB1	1.50986447670588	0.641	0.073	0.568	0	0
18	LMNA	1.49445173283497	0.719	0.121	0.598	0	0
18	UBAC1	1.4887493460263	0.678	0.082	0.596	0	0
18	CNRIP1	1.46577944144742	0.721	0.056	0.665	0	0
18	MINPP1	1.45646983120383	0.721	0.114	0.607	0	0
18	CCNB2	1.44208193276838	0.712	0.077	0.635	0	0
18	ALDH1A1	1.43812828954372	0.745	0.137	0.608	0	0
18	SMIM1	1.41955414130422	0.693	0.05	0.643	0	0
18	PTTG1	1.40276023070346	0.754	0.176	0.578	0	0
18	SELENBP1	1.39491443155726	0.511	0.008	0.503	0	0
18	UBE2C	1.36765822759132	0.542	0.079	0.463	0	0
18	EPCAM	1.34035930035279	0.605	0.029	0.576	0	0
18	PVT1	1.30788322270082	0.666	0.075	0.591	0	0
18	EPB42	1.28805490425589	0.456	0.003	0.453	0	0
18	ANK1	1.24821909575631	0.593	0.031	0.562	0	0
18	BIRC5	1.22305518942415	0.666	0.07	0.596	0	0
18	GYPB	1.21628902369423	0.326	0.002	0.324	0	0
18	TUBG1	1.16880866701679	0.596	0.086	0.51	0	0
18	DHFR	1.16350635641371	0.652	0.121	0.531	0	0
18	HBQ1	1.14212702243601	0.553	0.018	0.535	0	0
18	CENPW	1.1341475631145	0.718	0.151	0.567	0	0
18	SLC29A1	1.13357701144011	0.622	0.117	0.505	0	0
18	CDK1	1.09582091926874	0.527	0.064	0.463	0	0
18	NMU	1.06161467410109	0.425	0.005	0.42	0	0
18	DNAJA4	1.05192217659432	0.536	0.022	0.514	0	0
18	CCNA2	1.04811061457161	0.544	0.053	0.491	0	0
18	TST	1.04616992927672	0.624	0.088	0.536	0	0
18	UBE2T	1.02777338164491	0.593	0.093	0.5	0	0
18	TOP2A	1.02676236960596	0.581	0.075	0.506	0	0
18	TPX2	1.02487645294974	0.615	0.086	0.529	0	0
18	EPOR	1.00572440105821	0.591	0.055	0.536	0	0
18	LXN	1.00512648794062	0.636	0.105	0.531	0	0
18	TMEM14C	2.01146266281101	0.929	0.427	0.502	9.37693466158717e-302	1.84509943336051e-297
18	CENPF	1.13331192027585	0.605	0.113	0.492	2.80827782127866e-297	5.52584826893001e-293
18	CENPU	1.04573391246545	0.697	0.153	0.544	2.06580548915744e-293	4.0648854610151e-289
18	TFRC	1.25675059863908	0.626	0.129	0.497	2.70235293334872e-288	5.31741986695027e-284
18	SLC43A3	1.0313358673173	0.607	0.121	0.486	4.23728917150227e-288	8.33771390276501e-284
18	TUBB	2.12459416711531	0.983	0.639	0.344	2.27416383774325e-286	4.47487218352739e-282
18	PCCB	1.04886884763468	0.676	0.152	0.524	2.49396425514066e-282	4.90737346484027e-278
18	NUSAP1	1.03818117741697	0.555	0.097	0.458	2.36416683086379e-281	4.65197107309068e-277
18	TUBB4B	1.83276988578447	0.861	0.307	0.554	5.4004278224937e-273	1.06264218263208e-268
18	ATP5IF1	1.91498390494462	0.977	0.699	0.278	9.93121762770277e-273	1.95416569260307e-268
18	MYC	1.83633375467342	0.756	0.211	0.545	2.15158300731644e-263	4.23366988349656e-259
18	TUBA1B	1.90251235730044	0.979	0.637	0.342	3.71686692673147e-263	7.31367905172951e-259
18	HSPD1	1.81236356370061	0.931	0.501	0.43	8.19823673704348e-262	1.61316704274805e-257
18	RAN	1.50949078848545	0.972	0.727	0.245	4.6017747286994e-255	9.0549121336618e-251
18	BOLA3	1.1694299314298	0.783	0.229	0.554	8.21954102901747e-253	1.61735908827977e-248
18	LPCAT3	1.09665289371467	0.655	0.162	0.493	3.35955599303734e-249	6.61059832749958e-245
18	AKR1C3	1.33930710207459	0.728	0.205	0.523	6.01607074356874e-248	1.18378224021202e-243
18	OAT	1.33770804747273	0.754	0.226	0.528	6.5503497632262e-246	1.28891232291002e-241
18	PRDX3	1.39636532697636	0.867	0.348	0.519	7.75554643268529e-238	1.52605887155948e-233
18	HMGB1	1.3690882825689	0.99	0.914	0.076	9.15415307530493e-238	1.80126270062775e-233
18	FBXO7	1.3452062300581	0.887	0.372	0.515	5.31681321128662e-235	1.04618933558487e-230
18	PAICS	1.27314982276988	0.768	0.251	0.517	6.11910518655098e-228	1.20405632755764e-223
18	CAT	1.42687909806237	0.925	0.424	0.501	2.76596489627941e-226	5.442589126409e-222
